what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426701407587
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426701411083
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1426701416350
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1426701416363
started,bundle,com.altera.debug.cdi.gdb.plugin,14.0.0.200,"com.altera.debug.cdi.gdb.plugin",1426701417933
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1426701467126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426701503183
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1426701503197
opened,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426701505555
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1426701505707
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426701527314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426701531355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426701531810
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426701531812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426701531817
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426701564165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426701571659
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426701649455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426701687733
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426701772765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426701772797
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426701772805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426701807375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426701809107
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426701810382
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426701823386
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1426701828949
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1426701829891
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426701834741
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426701837152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426701843829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426701857360
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426701863420
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426701870983
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426701873531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702021041
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1426702033497
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702042025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702084018
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1426702089141
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1426702114578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1426702115365
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702123270
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702213142
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702244814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702275756
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426702276955
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1426702289800
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426702290806
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1426702297340
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1426702302187
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1426702324119
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1426702339610
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1426702341851
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1426702342666
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1426702348310
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1426702349271
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426702372586
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426702373013
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702375694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702391089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702392190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702420290
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1426702436673
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1426702467141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702469445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702471618
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702475837
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702478983
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1426702478987
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702480193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702482188
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702484296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702487912
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1426702493072
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702493337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702494426
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1426702497781
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1426702499529
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1426702499544
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426702500813
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702507392
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702514015
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1426702514019
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426702514930
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426702515627
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426702519258
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426702543867
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426702566799
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426702568063
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426702570056
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702577939
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702603246
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426702603601
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702606641
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702624400
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426702635691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702644832
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702675094
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426702684579
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702695860
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1426702695873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702730770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702768192
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702782023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702784950
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1426702784961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702795367
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426702796163
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426702801758
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702802085
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1426702802096
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702814356
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1426702823280
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702826570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702828786
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702831719
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702836868
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1426702842444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702842752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702843824
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426702846208
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1426702850092
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702850356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702851448
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702856709
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702857832
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1426702857835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702858108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702858686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702858960
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702861015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702863308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702866702
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702870520
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702883115
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1426702883120
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426702884058
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426702884748
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426702888287
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702903448
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702919473
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426702919894
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1426702934032
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426702934399
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702945550
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702956083
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702958726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702959814
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426702961749
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703269833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703301367
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703301720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703307393
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703315190
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1426703315299
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426703316664
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1426703323142
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703325555
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703327700
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703330228
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703332880
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1426703332883
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703336167
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703337602
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1426703337605
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703338811
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703340781
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426703342100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703342908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703346466
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703349086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703351130
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1426703351132
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703351407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703351723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703352257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703354288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703356385
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703360003
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1426703361742
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1426703363746
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703369183
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703376086
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1426703376090
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426703377273
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426703377918
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426703381563
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426703406466
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703425358
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703454429
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426703465610
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1426703470841
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1426703472291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703475192
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703477373
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703482433
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703483923
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1426703483926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703486651
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703487484
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1426703487487
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703488665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703490650
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703492756
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703496333
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426703497081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703500577
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703501491
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1426703501494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703501766
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703502600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703502620
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703504677
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703506766
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703510347
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703514019
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703522223
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1426703522227
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426703523151
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426703523852
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426703527464
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426703632252
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426703635204
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426703668002
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426703668844
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426703672435
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426703677387
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1426703685747
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703691407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426703699903
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1426703699909
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426703708190
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1426703716439
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426703716592
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426703738823
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426703748915
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426703801663
